experiment_id,batch_id,time_min,temperature_c,ph,concentration_mg_L,dissolved_oxygen_%,absorbance_600nm,growth_rate,foam_level
EXP_002,BATCH_A,420,37.06,7.26,6.17,88.31,0.116,0.223,4
EXP_002,BATCH_A,435,36.88,7.19,3.85,95.11,0.09,0.0,1
EXP_002,BATCH_A,450,37.89,7.15,5.54,85.1,0.104,0.233,6
EXP_002,BATCH_A,465,38.09,7.2,7.13,88.16,0.136,0.174,5
EXP_002,BATCH_A,480,38.27,7.29,7.04,82.73,0.139,0.254,7
EXP_002,BATCH_A,495,38.19,7.16,10.01,76.86,0.187,0.322,7
EXP_002,BATCH_A,510,37.94,7.15,11.34,89.94,0.203,0.126,4
EXP_002,BATCH_A,525,36.95,7.13,10.94,83.06,0.212,0.24,5
EXP_002,BATCH_A,540,36.98,7.13,12.82,70.3,0.251,0.462,10
EXP_002,BATCH_A,555,36.88,7.05,14.28,68.83,0.305,0.421,10
EXP_002,BATCH_A,570,37.09,7.15,16.33,78.94,0.336,0.25,6
EXP_002,BATCH_A,585,37.05,7.12,17.12,73.91,0.355,0.336,8
EXP_002,BATCH_A,600,37.03,7.02,19.46,67.8,0.403,0.454,10
EXP_002,BATCH_A,615,37.07,7.04,21.84,53.36,0.446,0.744,10
EXP_002,BATCH_A,630,36.95,7.0,27.58,46.35,0.551,0.779,10
EXP_002,BATCH_A,645,36.95,7.05,30.13,56.48,0.601,0.637,10
EXP_002,BATCH_A,660,37.01,6.94,33.97,36.6,0.679,0.965,10
EXP_002,BATCH_A,675,37.04,7.02,39.35,48.97,0.794,0.732,10
EXP_002,BATCH_A,690,36.9,6.97,41.58,49.0,0.825,0.663,10
EXP_002,BATCH_A,705,37.1,6.86,46.27,15.41,0.927,1.341,10
EXP_002,BATCH_A,720,37.05,6.81,54.77,9.41,1.093,1.329,10
EXP_002,BATCH_A,735,37.01,6.72,59.23,17.0,1.193,1.133,10
EXP_002,BATCH_A,750,36.91,6.81,67.11,9.34,1.32,1.277,10
EXP_002,BATCH_A,765,37.09,6.71,72.04,8.87,1.448,1.201,10
EXP_002,BATCH_A,780,36.93,6.66,77.7,0.0,1.56,1.343,10
EXP_002,BATCH_A,795,36.96,6.56,86.53,0.0,1.717,1.593,10
EXP_002,BATCH_A,810,36.86,6.59,94.42,0.0,1.879,1.498,10
EXP_002,BATCH_A,825,37.06,6.41,101.35,0.0,2.016,1.416,10
EXP_002,BATCH_A,840,37.01,6.36,107.26,0.0,2.162,1.263,10
EXP_002,BATCH_A,855,37.12,6.31,113.01,0.0,2.269,1.21,10
EXP_002,BATCH_A,870,36.92,6.31,119.64,0.0,2.404,1.234,10
EXP_002,BATCH_A,885,36.85,6.2,125.61,0.0,2.516,1.421,10
EXP_002,BATCH_A,900,37.07,6.14,134.46,0.0,2.688,1.602,10
EXP_002,BATCH_A,915,37.08,6.16,142.36,0.0,2.836,1.213,10
EXP_002,BATCH_A,930,36.94,6.02,147.36,1.1,2.93,0.802,10
EXP_002,BATCH_A,945,37.02,6.08,150.25,3.12,2.997,0.757,10
EXP_002,BATCH_A,960,37.1,6.1,154.55,0.0,3.082,1.148,10
EXP_002,BATCH_A,975,37.12,5.93,160.03,0.0,3.226,1.136,10
EXP_002,BATCH_A,990,37.1,6.01,166.34,0.0,3.309,0.796,10
EXP_002,BATCH_A,1005,37.05,5.94,169.28,0.0,3.385,0.752,10
EXP_002,BATCH_A,1020,36.82,5.94,172.38,0.0,3.459,0.715,10
EXP_002,BATCH_A,1035,37.07,5.79,176.62,5.51,3.528,0.467,10
EXP_002,BATCH_A,1050,36.97,5.74,177.89,6.46,3.553,0.42,9
EXP_002,BATCH_A,1065,36.9,5.89,180.89,0.1,3.612,0.478,10
EXP_002,BATCH_A,1080,37.05,5.75,183.04,11.1,3.648,0.33,7
EXP_002,BATCH_A,1095,36.9,5.79,184.3,1.78,3.678,0.45,10
EXP_002,BATCH_A,1110,36.91,5.85,186.38,3.77,3.738,0.375,9
EXP_002,BATCH_A,1125,36.92,5.71,187.69,14.74,3.754,0.177,5
EXP_002,BATCH_A,1140,36.89,5.69,189.06,13.68,3.774,0.167,5
EXP_002,BATCH_A,1155,36.83,5.69,189.37,16.93,3.787,0.165,4
EXP_002,BATCH_A,1170,37.16,5.72,190.53,15.15,3.807,0.168,4
EXP_002,BATCH_A,1185,36.96,5.83,191.4,0.0,3.821,0.438,9
EXP_002,BATCH_A,1200,36.82,5.69,195.2,4.7,3.894,0.339,8
EXP_002,BATCH_A,1215,37.03,5.77,193.66,22.79,3.889,0.0,1
EXP_002,BATCH_A,1230,36.91,5.73,193.3,20.33,3.868,0.0,1
EXP_002,BATCH_A,1245,36.9,5.78,194.26,8.35,3.887,0.293,6
EXP_002,BATCH_A,1260,36.96,5.68,196.46,10.8,3.927,0.2,4
EXP_002,BATCH_A,1275,37.06,5.71,196.45,21.58,3.928,0.0,1
EXP_002,BATCH_A,1290,37.01,5.66,195.18,22.47,3.903,0.0,1
EXP_002,BATCH_A,1305,36.89,5.71,195.71,16.33,3.927,0.066,2
EXP_002,BATCH_A,1320,36.91,5.72,195.29,19.95,3.917,0.0,1
EXP_002,BATCH_A,1335,37.27,5.65,195.9,18.13,3.92,0.049,2
EXP_002,BATCH_A,1350,36.99,5.8,195.37,11.54,3.927,0.167,4
EXP_002,BATCH_A,1365,37.02,5.71,197.29,9.94,3.954,0.178,5
EXP_002,BATCH_A,1380,37.17,5.64,198.73,19.26,3.962,0.005,1
EXP_002,BATCH_A,1395,37.13,5.74,198.75,18.53,3.955,0.0,1
EXP_002,BATCH_A,1410,37.02,5.65,197.05,16.77,3.927,0.105,4
EXP_002,BATCH_A,1425,36.93,5.69,198.9,15.28,3.976,0.071,3
EXP_002,BATCH_A,1440,37.05,5.64,196.82,19.87,3.941,0.0,1
EXP_002,BATCH_A,1455,36.95,5.67,196.37,24.29,3.928,0.0,1
EXP_002,BATCH_A,1470,37.05,5.76,196.53,6.22,3.931,0.252,6
EXP_002,BATCH_A,1485,36.91,5.64,198.29,7.62,3.978,0.212,4
EXP_002,BATCH_A,1500,37.09,5.65,198.12,16.54,3.974,0.0,1
EXP_002,BATCH_A,1515,37.01,5.68,198.37,19.92,3.961,0.0,1
EXP_002,BATCH_A,1530,36.95,5.65,196.5,19.84,3.948,0.0,1
EXP_002,BATCH_A,1545,37.05,5.65,197.5,14.83,3.94,0.105,4
EXP_002,BATCH_A,1560,36.97,5.73,198.35,15.18,3.969,0.033,2
EXP_002,BATCH_A,1575,37.1,5.69,197.63,18.98,3.947,0.0,1
EXP_002,BATCH_A,1590,37.06,5.68,198.45,20.94,3.966,0.0,2
EXP_002,BATCH_A,1605,36.99,5.7,198.2,16.47,3.935,0.0,1
EXP_002,BATCH_A,1620,36.97,5.63,197.94,10.9,3.966,0.124,3
EXP_002,BATCH_A,1635,37.02,5.61,196.97,19.19,3.96,0.0,1
EXP_002,BATCH_A,1650,37.13,5.68,198.49,19.07,3.963,0.0,2
EXP_002,BATCH_A,1665,37.01,5.78,197.18,16.69,3.951,0.0,1
EXP_002,BATCH_A,1680,37.04,5.64,197.75,17.07,3.96,0.096,3
EXP_002,BATCH_B,0,36.9,7.13,2.55,95.76,0.045,0.0,1
EXP_002,BATCH_B,15,37.08,7.22,2.14,99.17,0.045,0.0,1
EXP_002,BATCH_B,30,37.0,7.08,1.74,98.52,0.045,0.0,1
EXP_002,BATCH_B,45,36.94,7.08,3.28,98.93,0.045,0.0,1
EXP_002,BATCH_B,60,37.05,7.11,1.48,96.61,0.045,0.0,1
EXP_002,BATCH_B,75,36.97,7.17,3.04,96.18,0.045,0.0,1
EXP_002,BATCH_B,90,37.13,7.15,2.21,98.57,0.045,0.0,2
EXP_002,BATCH_B,105,36.96,7.04,2.2,95.85,0.045,0.0,1
EXP_002,BATCH_B,120,36.94,7.09,1.76,98.2,0.045,0.0,1
EXP_002,BATCH_B,135,37.07,7.12,2.37,97.77,0.045,0.0,2
EXP_002,BATCH_B,150,36.92,7.05,1.82,95.89,0.045,0.0,2
EXP_002,BATCH_B,165,36.96,7.14,1.53,99.99,0.045,0.0,2
EXP_002,BATCH_B,180,37.07,7.1,2.65,95.54,0.045,0.0,1
EXP_002,BATCH_B,195,36.94,7.17,2.62,100.0,0.045,0.0,1
EXP_002,BATCH_B,210,36.94,7.14,2.44,94.55,0.045,0.064,2
EXP_002,BATCH_B,225,37.0,7.18,2.85,96.09,0.058,0.0,1
EXP_002,BATCH_B,240,36.96,7.16,2.64,98.7,0.045,0.0,1
EXP_002,BATCH_B,255,37.06,7.18,2.61,100.0,0.051,0.0,1
EXP_002,BATCH_B,270,36.84,7.14,2.86,99.92,0.045,0.0,2
EXP_002,BATCH_B,285,37.23,7.12,2.21,96.49,0.045,0.007,1
EXP_002,BATCH_B,300,36.96,7.15,3.08,97.2,0.046,0.029,2
EXP_002,BATCH_B,315,36.97,7.08,1.94,91.48,0.051,0.091,3
EXP_002,BATCH_B,330,37.18,7.15,2.67,96.61,0.065,0.009,1
EXP_002,BATCH_B,345,36.89,7.13,2.57,90.55,0.053,0.1,3
EXP_002,BATCH_B,360,36.97,7.14,3.52,83.94,0.085,0.248,6
EXP_002,BATCH_B,375,36.84,7.16,4.71,88.37,0.102,0.132,4
EXP_002,BATCH_B,390,37.07,7.06,5.58,91.04,0.111,0.063,2
EXP_002,BATCH_B,405,36.88,7.16,6.48,93.78,0.115,0.005,1
EXP_002,BATCH_B,420,36.9,7.14,6.1,87.45,0.112,0.164,4
EXP_002,BATCH_B,435,37.1,7.08,6.87,77.1,0.148,0.424,9
EXP_002,BATCH_B,450,37.05,7.12,9.68,83.29,0.197,0.215,5
EXP_002,BATCH_B,465,36.83,6.99,9.76,93.17,0.191,0.0,2
EXP_002,BATCH_B,480,37.04,7.1,10.24,84.41,0.19,0.176,4
EXP_002,BATCH_B,495,36.9,7.11,11.33,75.65,0.226,0.369,8
EXP_002,BATCH_B,510,36.98,7.02,12.27,80.44,0.263,0.332,7
EXP_002,BATCH_B,525,36.94,7.1,14.56,71.58,0.292,0.417,9
EXP_002,BATCH_B,540,37.05,6.97,17.89,67.46,0.347,0.463,10
EXP_002,BATCH_B,555,36.99,6.96,19.03,75.69,0.385,0.336,7
EXP_002,BATCH_B,570,37.06,7.02,20.86,69.19,0.414,0.455,10
EXP_002,BATCH_B,585,36.96,6.97,24.17,55.28,0.476,0.631,10
EXP_002,BATCH_B,600,37.12,6.89,26.65,67.1,0.54,0.422,10
EXP_002,BATCH_B,615,37.04,6.96,27.79,50.88,0.56,0.67,10
EXP_002,BATCH_B,630,36.99,6.95,33.15,46.29,0.674,0.785,10
EXP_002,BATCH_B,645,37.0,6.93,35.41,57.65,0.717,0.516,10
EXP_002,BATCH_B,660,37.02,6.88,38.75,50.36,0.777,0.644,10
EXP_002,BATCH_B,675,37.0,6.79,41.99,28.9,0.846,1.059,10
EXP_002,BATCH_B,690,37.07,6.73,49.67,26.88,0.989,1.018,10
EXP_002,BATCH_B,705,36.92,6.68,52.11,50.86,1.05,0.521,10
EXP_002,BATCH_B,720,37.02,6.72,54.39,32.61,1.093,0.889,10
EXP_002,BATCH_B,735,37.1,6.66,60.71,19.67,1.228,1.094,10
EXP_002,BATCH_B,750,37.14,6.62,65.88,23.16,1.312,1.009,10
EXP_002,BATCH_B,765,37.06,6.57,72.11,11.71,1.429,1.145,10
EXP_002,BATCH_B,780,36.97,6.38,77.01,26.74,1.541,0.834,10
EXP_002,BATCH_B,795,37.14,6.54,78.85,31.19,1.596,0.728,10
EXP_002,BATCH_B,810,37.03,6.45,84.52,16.68,1.687,0.92,10
EXP_002,BATCH_B,825,37.04,6.42,88.78,19.18,1.78,0.882,10
EXP_002,BATCH_B,840,36.85,6.48,92.95,5.17,1.863,1.128,10
EXP_002,BATCH_B,855,36.96,6.36,99.62,0.0,2.005,1.177,10
EXP_002,BATCH_B,870,37.05,6.29,104.4,16.94,2.098,0.796,10
EXP_002,BATCH_B,885,36.95,6.35,108.4,17.0,2.165,0.771,10
EXP_002,BATCH_B,900,37.09,6.27,112.63,11.21,2.253,0.861,10
EXP_002,BATCH_B,915,36.9,6.23,117.15,13.49,2.337,0.736,10
EXP_002,BATCH_B,930,37.05,6.19,120.67,10.48,2.4,0.842,10
EXP_002,BATCH_B,945,36.98,6.13,125.52,14.67,2.505,0.669,10
EXP_002,BATCH_B,960,36.98,6.11,126.69,25.55,2.534,0.495,10
EXP_002,BATCH_B,975,37.13,6.13,131.1,24.8,2.604,0.429,9
EXP_002,BATCH_B,990,37.15,6.13,131.44,27.71,2.62,0.389,10
EXP_002,BATCH_B,1005,36.89,6.08,133.16,18.44,2.682,0.532,10
EXP_002,BATCH_B,1020,36.96,6.0,136.93,34.13,2.726,0.215,6
EXP_002,BATCH_B,1035,36.88,6.0,135.84,26.76,2.725,0.319,7
EXP_002,BATCH_B,1050,37.15,6.03,140.07,19.5,2.79,0.458,10
EXP_002,BATCH_B,1065,37.0,6.05,139.29,24.21,2.816,0.369,8
EXP_002,BATCH_B,1080,37.07,6.04,142.3,21.21,2.864,0.321,7
EXP_002,BATCH_B,1095,37.09,5.96,144.81,34.16,2.881,0.11,3
EXP_002,BATCH_B,1110,36.9,6.03,144.75,26.21,2.886,0.282,7
EXP_002,BATCH_B,1125,37.04,6.03,147.01,17.05,2.937,0.403,10
EXP_002,BATCH_B,1140,37.05,5.94,147.98,32.18,2.966,0.183,5
EXP_002,BATCH_B,1155,37.06,5.93,147.91,39.06,2.974,0.0,1
EXP_002,BATCH_B,1170,37.2,6.0,147.09,38.96,2.954,0.037,1
EXP_002,BATCH_B,1185,36.96,5.86,149.35,25.06,2.981,0.311,7
EXP_002,BATCH_B,1200,37.02,6.04,150.65,31.22,3.016,0.12,4
EXP_002,BATCH_B,1215,37.06,5.96,150.49,31.97,3.005,0.116,3
EXP_002,BATCH_B,1230,37.19,5.92,152.79,21.38,3.039,0.274,7
EXP_002,BATCH_B,1245,37.11,5.91,154.24,36.92,3.06,0.0,1
EXP_002,BATCH_B,1260,36.98,5.99,152.06,37.58,3.036,0.0,1
EXP_002,BATCH_B,1275,37.03,5.79,151.6,30.09,3.038,0.141,3
EXP_002,BATCH_B,1290,36.89,5.94,153.25,34.15,3.065,0.09,3
EXP_002,BATCH_B,1305,36.99,5.91,153.37,38.3,3.056,0.0,1
EXP_002,BATCH_B,1320,36.94,5.98,151.86,37.93,3.041,0.0,1
EXP_002,BATCH_B,1335,36.8,6.03,152.42,30.33,3.038,0.099,4
EXP_002,BATCH_B,1350,37.11,5.94,154.04,32.53,3.06,0.085,3
EXP_002,BATCH_B,1365,37.19,5.85,152.35,38.03,3.055,0.004,2
EXP_002,BATCH_B,1380,37.03,5.91,153.3,30.85,3.061,0.106,2
EXP_002,BATCH_B,1395,36.84,5.99,153.23,35.72,3.076,0.058,2
EXP_002,BATCH_B,1410,37.08,5.92,153.02,37.08,3.073,0.0,1
EXP_002,BATCH_B,1425,37.16,5.88,151.28,27.01,3.041,0.18,5
EXP_002,BATCH_B,1440,36.96,5.98,155.67,30.94,3.109,0.117,3
EXP_002,BATCH_B,1455,36.93,5.93,153.46,39.01,3.064,0.0,1
EXP_002,BATCH_B,1470,37.05,5.96,152.18,33.29,3.04,0.082,3
EXP_002,BATCH_B,1485,36.99,5.94,153.41,33.33,3.081,0.082,2
EXP_002,BATCH_B,1500,36.91,5.92,152.79,35.28,3.056,0.047,2
EXP_002,BATCH_B,1515,37.02,5.93,154.58,32.89,3.09,0.094,3
EXP_002,BATCH_B,1530,37.01,5.91,154.15,35.32,3.075,0.027,2
EXP_002,BATCH_B,1545,36.94,5.91,154.96,36.23,3.095,0.0,1
EXP_002,BATCH_B,1560,36.9,5.79,153.06,36.46,3.063,0.0,1
EXP_002,BATCH_B,1575,37.0,5.98,154.72,31.57,3.08,0.076,2
EXP_002,BATCH_B,1590,36.91,6.03,153.16,33.91,3.078,0.105,3
EXP_002,BATCH_B,1605,37.04,5.96,155.17,36.68,3.101,0.006,1
EXP_002,BATCH_B,1620,37.08,5.96,153.09,37.69,3.079,0.0,1
EXP_002,BATCH_C,0,36.98,7.28,2.65,97.67,0.045,0.0,1
EXP_002,BATCH_C,15,37.06,7.21,2.33,96.35,0.045,0.0,1
EXP_002,BATCH_C,30,37.02,7.26,2.45,96.84,0.045,0.0,1
EXP_002,BATCH_C,45,36.86,7.21,2.35,96.82,0.045,0.0,1
EXP_002,BATCH_C,60,36.93,7.18,1.72,100.0,0.045,0.0,1
EXP_002,BATCH_C,75,36.92,7.29,1.3,95.98,0.045,0.0,1
EXP_002,BATCH_C,90,37.13,7.17,2.09,94.68,0.045,0.0,1
EXP_002,BATCH_C,105,36.85,7.26,1.79,98.71,0.045,0.0,1
EXP_002,BATCH_C,120,37.06,7.34,2.0,98.81,0.045,0.0,2
EXP_002,BATCH_C,135,37.13,7.27,2.92,95.79,0.045,0.0,1
EXP_002,BATCH_C,150,36.93,7.31,2.66,95.7,0.045,0.0,1
EXP_002,BATCH_C,165,37.06,7.26,1.87,93.78,0.045,0.0,1
EXP_002,BATCH_C,180,37.07,7.23,1.94,99.45,0.045,0.0,1
EXP_002,BATCH_C,195,37.06,7.31,2.17,97.51,0.045,0.0,1
EXP_002,BATCH_C,210,36.82,7.35,2.22,99.71,0.045,0.0,1
EXP_002,BATCH_C,225,37.07,7.19,3.02,98.77,0.045,0.0,1
EXP_002,BATCH_C,240,36.77,7.14,1.9,97.85,0.045,0.0,2
EXP_002,BATCH_C,255,37.06,7.22,1.59,96.19,0.045,0.0,1
EXP_002,BATCH_C,270,36.97,7.21,2.74,98.3,0.045,0.0,1
EXP_002,BATCH_C,285,37.07,7.25,1.68,100.0,0.045,0.0,1
EXP_002,BATCH_C,300,36.98,7.24,2.67,95.24,0.045,0.0,1
EXP_002,BATCH_C,315,36.9,7.27,2.44,96.5,0.045,0.0,1
EXP_002,BATCH_C,330,36.91,7.27,1.67,97.55,0.045,0.0,1
EXP_002,BATCH_C,345,36.99,7.3,2.12,98.23,0.045,0.0,1
EXP_002,BATCH_C,360,36.92,7.32,2.21,96.33,0.045,0.0,1
EXP_002,BATCH_C,375,36.86,7.28,2.34,96.61,0.045,0.0,1
EXP_002,BATCH_C,390,36.87,7.18,2.43,98.7,0.045,0.0,1
EXP_002,BATCH_C,405,37.01,7.29,2.68,96.9,0.045,0.0,1
EXP_002,BATCH_C,420,36.92,7.22,2.67,98.25,0.045,0.0,1
EXP_002,BATCH_C,435,36.86,7.12,2.34,98.71,0.045,0.0,1
EXP_002,BATCH_C,450,36.86,7.29,2.17,97.0,0.045,0.0,1
EXP_002,BATCH_C,465,37.03,7.26,2.3,98.04,0.045,0.0,1
EXP_002,BATCH_C,480,36.95,7.32,2.66,98.15,0.045,0.0,1
EXP_002,BATCH_C,495,36.96,7.24,2.45,98.08,0.045,0.0,2
EXP_002,BATCH_C,510,36.85,7.33,2.32,97.62,0.045,0.002,1
EXP_002,BATCH_C,525,36.92,7.32,2.63,95.28,0.045,0.068,3
EXP_002,BATCH_C,540,36.95,7.31,2.64,90.93,0.059,0.144,4
EXP_002,BATCH_C,555,36.98,7.25,4.28,87.95,0.074,0.175,4
EXP_002,BATCH_C,570,36.99,7.26,4.81,93.19,0.094,0.032,2
EXP_002,BATCH_C,585,36.96,7.23,3.77,98.18,0.081,0.001,2
EXP_002,BATCH_C,600,36.83,7.19,4.73,73.25,0.094,0.433,9
EXP_002,BATCH_C,615,36.99,7.19,8.53,73.91,0.167,0.44,10
EXP_002,BATCH_C,630,37.08,7.13,9.32,89.69,0.182,0.093,3
EXP_002,BATCH_C,645,37.04,7.23,9.66,88.46,0.186,0.117,3
EXP_002,BATCH_C,660,37.03,7.13,9.85,75.46,0.205,0.345,9
EXP_002,BATCH_C,675,37.15,7.23,12.96,66.9,0.255,0.548,10
EXP_002,BATCH_C,690,37.21,7.11,16.31,74.11,0.315,0.398,10
EXP_002,BATCH_C,705,36.87,7.15,16.18,59.69,0.334,0.61,10
EXP_002,BATCH_C,720,36.91,7.23,22.36,55.63,0.437,0.638,10
EXP_002,BATCH_C,735,36.98,7.06,22.79,62.27,0.462,0.599,10
EXP_002,BATCH_C,750,36.83,7.06,27.86,50.32,0.557,0.793,10
EXP_002,BATCH_C,765,36.96,7.06,31.54,46.27,0.621,0.784,10
EXP_002,BATCH_C,780,36.86,7.02,34.48,29.55,0.713,1.084,10
EXP_002,BATCH_C,795,37.13,6.91,41.59,23.9,0.837,1.108,10
EXP_002,BATCH_C,810,37.05,6.87,47.01,29.78,0.935,1.046,10
EXP_002,BATCH_C,825,37.05,6.8,52.81,19.21,1.046,1.17,10
EXP_002,BATCH_C,840,37.06,6.71,57.98,1.29,1.169,1.479,10
EXP_002,BATCH_C,855,37.02,6.75,67.14,8.65,1.342,1.265,10
EXP_002,BATCH_C,870,37.05,6.68,70.97,18.83,1.422,1.014,10
EXP_002,BATCH_C,885,36.88,6.68,77.33,6.09,1.545,1.223,10
EXP_002,BATCH_C,900,37.08,6.65,82.47,12.38,1.666,1.117,10
EXP_002,BATCH_C,915,36.86,6.5,88.59,11.48,1.769,1.062,10
EXP_002,BATCH_C,930,36.88,6.57,93.64,16.44,1.879,0.927,10
EXP_002,BATCH_C,945,37.08,6.54,97.82,10.12,1.954,0.975,10
EXP_002,BATCH_C,960,36.93,6.44,102.83,6.14,2.074,1.003,10
EXP_002,BATCH_C,975,36.99,6.38,107.99,16.74,2.155,0.787,10
EXP_002,BATCH_C,990,36.74,6.39,111.83,19.53,2.231,0.681,10
EXP_002,BATCH_C,1005,36.99,6.42,114.66,24.0,2.291,0.585,10
EXP_002,BATCH_C,1020,37.17,6.35,117.16,21.6,2.348,0.612,10
EXP_002,BATCH_C,1035,36.9,6.35,120.09,16.15,2.413,0.69,10
EXP_002,BATCH_C,1050,37.0,6.27,124.74,18.16,2.486,0.581,10
EXP_002,BATCH_C,1065,37.18,6.18,127.07,34.41,2.529,0.262,7
EXP_002,BATCH_C,1080,37.05,6.21,127.0,38.9,2.539,0.189,5
EXP_002,BATCH_C,1095,36.96,6.22,128.9,28.36,2.567,0.355,8
EXP_002,BATCH_C,1110,36.95,6.15,130.46,22.06,2.61,0.533,10
EXP_002,BATCH_C,1125,36.88,6.16,133.92,36.23,2.674,0.188,5
EXP_002,BATCH_C,1140,37.12,6.13,132.06,48.21,2.647,0.0,1
EXP_002,BATCH_C,1155,37.07,6.25,132.77,40.79,2.654,0.172,4
EXP_002,BATCH_C,1170,36.85,6.31,133.76,28.01,2.682,0.324,7
EXP_002,BATCH_C,1185,36.98,6.21,135.45,42.66,2.719,0.043,2
EXP_002,BATCH_C,1200,37.08,6.22,134.45,45.02,2.69,0.0,2
EXP_002,BATCH_C,1215,37.01,6.16,134.18,44.87,2.683,0.058,1
EXP_002,BATCH_C,1230,36.88,6.22,135.28,38.54,2.702,0.149,3
EXP_002,BATCH_C,1245,36.99,6.15,136.29,38.91,2.713,0.15,4
EXP_002,BATCH_C,1260,37.14,6.19,136.21,41.09,2.732,0.064,2
EXP_002,BATCH_C,1275,37.05,6.09,136.64,43.68,2.726,0.0,1
EXP_002,BATCH_C,1290,36.95,6.19,136.36,47.27,2.726,0.0,1
EXP_002,BATCH_C,1305,36.93,6.16,135.74,32.28,2.72,0.191,5
EXP_002,BATCH_C,1320,37.12,6.23,138.6,34.62,2.765,0.215,5
EXP_002,BATCH_C,1335,37.16,6.12,138.64,41.7,2.763,0.0,1
EXP_002,BATCH_C,1350,36.97,6.22,136.18,40.76,2.718,0.026,1
EXP_002,BATCH_C,1365,37.01,6.2,137.79,38.46,2.768,0.084,3
EXP_002,BATCH_C,1380,36.9,6.15,136.66,43.17,2.734,0.0,1
EXP_002,BATCH_C,1395,36.9,6.13,135.14,39.53,2.719,0.09,2
EXP_002,BATCH_C,1410,36.78,6.16,137.33,44.16,2.752,0.0,2
EXP_002,BATCH_C,1425,37.05,6.19,135.17,44.05,2.714,0.043,2
EXP_002,BATCH_C,1440,36.96,6.21,137.98,28.53,2.761,0.244,7
EXP_002,BATCH_C,1455,36.91,6.12,137.61,41.45,2.763,0.0,1
EXP_002,BATCH_C,1470,37.02,6.25,136.77,44.54,2.75,0.0,1
EXP_002,BATCH_C,1485,36.84,6.23,136.97,33.0,2.732,0.156,3
EXP_002,BATCH_C,1500,37.13,6.25,139.27,40.45,2.781,0.054,2
EXP_002,BATCH_C,1515,36.94,6.26,137.24,44.33,2.743,0.0,1
EXP_002,BATCH_C,1530,37.01,6.17,135.57,41.24,2.726,0.025,2
EXP_002,BATCH_C,1545,36.81,6.11,136.49,36.98,2.748,0.157,5
EXP_002,BATCH_C,1560,36.97,6.08,138.39,41.69,2.757,0.093,2
EXP_002,BATCH_D,0,36.84,7.12,0.94,98.76,0.045,0.0,2
EXP_002,BATCH_D,15,37.1,7.25,2.78,97.28,0.045,0.0,2
EXP_002,BATCH_D,30,37.03,7.23,1.89,97.4,0.045,0.0,2
EXP_002,BATCH_D,45,37.12,7.13,1.86,96.36,0.045,0.0,1
EXP_002,BATCH_D,60,36.97,7.23,2.68,98.49,0.045,0.0,1
EXP_002,BATCH_D,75,36.98,7.29,2.07,97.69,0.045,0.0,1
EXP_002,BATCH_D,90,36.95,7.27,1.55,99.31,0.045,0.0,2
EXP_002,BATCH_D,105,36.96,7.18,1.9,99.36,0.045,0.0,1
EXP_002,BATCH_D,120,37.02,7.25,2.5,98.49,0.045,0.0,1
EXP_002,BATCH_D,135,37.11,7.2,1.71,98.23,0.045,0.0,1
EXP_002,BATCH_D,150,37.01,7.24,2.41,97.31,0.045,0.0,1
EXP_002,BATCH_D,165,37.02,7.21,2.29,96.15,0.045,0.0,1
EXP_002,BATCH_D,180,36.97,7.22,1.77,97.38,0.045,0.0,1
EXP_002,BATCH_D,195,36.87,7.13,2.5,97.75,0.045,0.0,1
EXP_002,BATCH_D,210,37.18,7.2,1.85,95.98,0.045,0.0,1
EXP_002,BATCH_D,225,37.11,7.03,2.66,91.43,0.045,0.125,3
EXP_002,BATCH_D,240,37.13,7.27,3.79,97.98,0.07,0.0,1
EXP_002,BATCH_D,255,37.12,7.16,2.48,96.79,0.045,0.0,2
EXP_002,BATCH_D,270,37.03,7.18,3.41,88.67,0.065,0.129,4
EXP_002,BATCH_D,285,37.19,7.26,4.49,93.79,0.071,0.0,1
EXP_002,BATCH_D,300,37.09,7.28,2.25,83.93,0.045,0.28,7
EXP_002,BATCH_D,315,36.98,7.15,6.38,94.42,0.127,0.023,1
EXP_002,BATCH_D,330,36.92,7.13,2.46,96.68,0.05,0.026,2
EXP_002,BATCH_D,345,37.0,7.22,6.02,71.46,0.132,0.471,10
EXP_002,BATCH_D,360,37.01,7.14,7.13,95.13,0.144,0.0,1
EXP_002,BATCH_D,375,36.98,7.18,6.07,90.74,0.106,0.13,3
EXP_002,BATCH_D,390,36.91,7.15,8.49,78.61,0.17,0.303,7
EXP_002,BATCH_D,405,37.12,7.13,8.27,93.86,0.167,0.037,2
EXP_002,BATCH_D,420,36.99,7.1,9.05,81.7,0.177,0.262,6
EXP_002,BATCH_D,435,37.15,7.13,10.65,76.6,0.219,0.366,8
EXP_002,BATCH_D,450,37.08,7.14,13.43,85.18,0.25,0.165,4
EXP_002,BATCH_D,465,37.0,7.2,12.64,89.53,0.252,0.054,1
EXP_002,BATCH_D,480,36.98,7.11,12.34,68.1,0.261,0.523,10
EXP_002,BATCH_D,495,37.01,7.03,17.72,60.97,0.357,0.623,10
EXP_002,BATCH_D,510,36.92,7.16,19.61,70.4,0.386,0.359,7
EXP_002,BATCH_D,525,36.84,7.02,22.25,63.4,0.429,0.521,10
EXP_002,BATCH_D,540,36.97,7.13,23.97,72.4,0.49,0.309,8
